,股票名称,股票代码,时间,主力净流入,小单净流入,中单净流入,大单净流入,超大单净流入
20,宝鹰股份,002047,2022-12-15 09:51,-986555.0,893475.0,93080.0,78138.0,-1064693.0
21,宝鹰股份,002047,2022-12-15 09:52,-903911.0,905115.0,-1204.0,160782.0,-1064693.0
22,宝鹰股份,002047,2022-12-15 09:53,-818163.0,767515.0,50648.0,246530.0,-1064693.0
23,宝鹰股份,002047,2022-12-15 09:54,-810403.0,764812.0,45591.0,254290.0,-1064693.0
24,宝鹰股份,002047,2022-12-15 09:55,-598555.0,857638.0,-259083.0,466138.0,-1064693.0
25,宝鹰股份,002047,2022-12-15 09:56,-385772.0,780260.0,-394488.0,678921.0,-1064693.0
26,宝鹰股份,002047,2022-12-15 09:57,-385772.0,784935.0,-399163.0,678921.0,-1064693.0
27,宝鹰股份,002047,2022-12-15 09:58,-385772.0,766655.0,-380883.0,678921.0,-1064693.0
28,宝鹰股份,002047,2022-12-15 09:59,-385772.0,869759.0,-483987.0,678921.0,-1064693.0
29,宝鹰股份,002047,2022-12-15 10:00,-385772.0,931221.0,-545449.0,678921.0,-1064693.0
30,宝鹰股份,002047,2022-12-15 10:01,-306805.0,899323.0,-592518.0,757888.0,-1064693.0
31,宝鹰股份,002047,2022-12-15 10:02,-179213.0,895842.0,-716629.0,885480.0,-1064693.0
32,宝鹰股份,002047,2022-12-15 10:03,-1904005.0,1749526.0,154479.0,1101596.0,-3005601.0
33,宝鹰股份,002047,2022-12-15 10:04,-1904005.0,1723463.0,180542.0,1101596.0,-3005601.0
34,宝鹰股份,002047,2022-12-15 10:05,-1904005.0,1644297.0,259708.0,1101596.0,-3005601.0
35,宝鹰股份,002047,2022-12-15 10:06,-1533435.0,1333605.0,199830.0,1472166.0,-3005601.0
36,宝鹰股份,002047,2022-12-15 10:07,-1524465.0,1293355.0,231110.0,1481136.0,-3005601.0
37,宝鹰股份,002047,2022-12-15 10:08,-1497555.0,1246895.0,250660.0,1508046.0,-3005601.0
38,宝鹰股份,002047,2022-12-15 10:09,-1497555.0,1246895.0,250660.0,1508046.0,-3005601.0
39,宝鹰股份,002047,2022-12-15 10:10,-1497555.0,1192155.0,305400.0,1508046.0,-3005601.0
40,宝鹰股份,002047,2022-12-15 10:11,-1497555.0,1192155.0,305400.0,1508046.0,-3005601.0
41,宝鹰股份,002047,2022-12-15 10:12,-1497555.0,1292385.0,205170.0,1508046.0,-3005601.0
42,宝鹰股份,002047,2022-12-15 10:13,-1497555.0,1292385.0,205170.0,1508046.0,-3005601.0
43,宝鹰股份,002047,2022-12-15 10:14,-1497555.0,1292385.0,205170.0,1508046.0,-3005601.0
44,宝鹰股份,002047,2022-12-15 10:15,-1497555.0,1292385.0,205170.0,1508046.0,-3005601.0
45,宝鹰股份,002047,2022-12-15 10:16,-2041459.0,1602489.0,438970.0,964142.0,-3005601.0
46,宝鹰股份,002047,2022-12-15 10:17,-2120050.0,1770609.0,349441.0,885551.0,-3005601.0
47,宝鹰股份,002047,2022-12-15 10:18,-2121614.0,1772173.0,349441.0,883987.0,-3005601.0
48,宝鹰股份,002047,2022-12-15 10:19,-2124742.0,1879431.0,245311.0,880859.0,-3005601.0
49,宝鹰股份,002047,2022-12-15 10:20,-2124742.0,1872429.0,252313.0,880859.0,-3005601.0
50,宝鹰股份,002047,2022-12-15 10:21,-2124742.0,1869706.0,255036.0,880859.0,-3005601.0
51,宝鹰股份,002047,2022-12-15 10:22,-2124742.0,1769579.0,355163.0,880859.0,-3005601.0
52,宝鹰股份,002047,2022-12-15 10:23,-2601267.0,1858343.0,742924.0,404334.0,-3005601.0
53,宝鹰股份,002047,2022-12-15 10:24,-2601267.0,1865753.0,735514.0,404334.0,-3005601.0
54,宝鹰股份,002047,2022-12-15 10:25,-2601267.0,1867313.0,733954.0,404334.0,-3005601.0
55,宝鹰股份,002047,2022-12-15 10:26,-2601267.0,1911383.0,689884.0,404334.0,-3005601.0
56,宝鹰股份,002047,2022-12-15 10:27,-2601267.0,1916843.0,684424.0,404334.0,-3005601.0
57,宝鹰股份,002047,2022-12-15 10:28,-2601267.0,1902839.0,698428.0,404334.0,-3005601.0
58,宝鹰股份,002047,2022-12-15 10:29,-2601267.0,1990364.0,610903.0,404334.0,-3005601.0
59,宝鹰股份,002047,2022-12-15 10:30,-2601267.0,1979083.0,622184.0,404334.0,-3005601.0
60,宝鹰股份,002047,2022-12-15 10:31,-2063847.0,1678393.0,385454.0,941754.0,-3005601.0
61,宝鹰股份,002047,2022-12-15 10:32,-2063847.0,1737673.0,326174.0,941754.0,-3005601.0
62,宝鹰股份,002047,2022-12-15 10:33,-2101383.0,1749469.0,351914.0,904218.0,-3005601.0
63,宝鹰股份,002047,2022-12-15 10:34,-2190922.0,1835498.0,355424.0,814679.0,-3005601.0
64,宝鹰股份,002047,2022-12-15 10:35,-2210472.0,1825409.0,385064.0,795129.0,-3005601.0
65,宝鹰股份,002047,2022-12-15 10:36,-2221811.0,1832848.0,388964.0,783790.0,-3005601.0
66,宝鹰股份,002047,2022-12-15 10:37,-2227285.0,1838322.0,388964.0,778316.0,-3005601.0
67,宝鹰股份,002047,2022-12-15 10:38,-2371173.0,1921605.0,449569.0,634428.0,-3005601.0
68,宝鹰股份,002047,2022-12-15 10:39,-2398543.0,1930255.0,468289.0,607058.0,-3005601.0
69,宝鹰股份,002047,2022-12-15 10:40,-2401280.0,1932992.0,468289.0,604321.0,-3005601.0
70,宝鹰股份,002047,2022-12-15 10:41,-2401280.0,1911152.0,490129.0,604321.0,-3005601.0
71,宝鹰股份,002047,2022-12-15 10:42,-2401280.0,1864742.0,536539.0,604321.0,-3005601.0
72,宝鹰股份,002047,2022-12-15 10:43,-2524054.0,1862016.0,662039.0,481547.0,-3005601.0
73,宝鹰股份,002047,2022-12-15 10:44,-2606555.0,1797121.0,809435.0,399046.0,-3005601.0
74,宝鹰股份,002047,2022-12-15 10:45,-2606555.0,1798697.0,807859.0,399046.0,-3005601.0
75,宝鹰股份,002047,2022-12-15 10:46,-2606555.0,1816647.0,789909.0,399046.0,-3005601.0
76,宝鹰股份,002047,2022-12-15 10:47,-2606555.0,1783107.0,823449.0,399046.0,-3005601.0
77,宝鹰股份,002047,2022-12-15 10:48,-2606555.0,1698087.0,908469.0,399046.0,-3005601.0
78,宝鹰股份,002047,2022-12-15 10:49,-2606555.0,1702779.0,903777.0,399046.0,-3005601.0
79,宝鹰股份,002047,2022-12-15 10:50,-2606555.0,1706341.0,900215.0,399046.0,-3005601.0
80,宝鹰股份,002047,2022-12-15 10:51,-2606555.0,1698554.0,908002.0,399046.0,-3005601.0
81,宝鹰股份,002047,2022-12-15 10:52,-2606555.0,1698554.0,908002.0,399046.0,-3005601.0
82,宝鹰股份,002047,2022-12-15 10:53,-2606555.0,1698554.0,908002.0,399046.0,-3005601.0
83,宝鹰股份,002047,2022-12-15 10:54,-2606555.0,1698554.0,908002.0,399046.0,-3005601.0
84,宝鹰股份,002047,2022-12-15 10:55,-2606555.0,1693874.0,912682.0,399046.0,-3005601.0
85,宝鹰股份,002047,2022-12-15 10:56,-2606555.0,1849484.0,757072.0,399046.0,-3005601.0
86,宝鹰股份,002047,2022-12-15 10:57,-2606555.0,1824134.0,782422.0,399046.0,-3005601.0
87,宝鹰股份,002047,2022-12-15 10:58,-2606555.0,1811264.0,795292.0,399046.0,-3005601.0
88,宝鹰股份,002047,2022-12-15 10:59,-2606555.0,1826864.0,779692.0,399046.0,-3005601.0
89,宝鹰股份,002047,2022-12-15 11:00,-2606555.0,1826864.0,779692.0,399046.0,-3005601.0
90,宝鹰股份,002047,2022-12-15 11:01,-2606555.0,1826864.0,779692.0,399046.0,-3005601.0
91,宝鹰股份,002047,2022-12-15 11:02,-2606555.0,1826864.0,779692.0,399046.0,-3005601.0
92,宝鹰股份,002047,2022-12-15 11:03,-2606555.0,1826864.0,779692.0,399046.0,-3005601.0
93,宝鹰股份,002047,2022-12-15 11:04,-2606555.0,1826864.0,779692.0,399046.0,-3005601.0
94,宝鹰股份,002047,2022-12-15 11:05,-2606555.0,1608074.0,998482.0,399046.0,-3005601.0
95,宝鹰股份,002047,2022-12-15 11:06,-2606555.0,1472794.0,1133762.0,399046.0,-3005601.0
96,宝鹰股份,002047,2022-12-15 11:07,-2606555.0,1451668.0,1154888.0,399046.0,-3005601.0
97,宝鹰股份,002047,2022-12-15 11:08,-2606555.0,1606501.0,1000055.0,399046.0,-3005601.0
98,宝鹰股份,002047,2022-12-15 11:09,-2606555.0,1606501.0,1000055.0,399046.0,-3005601.0
99,宝鹰股份,002047,2022-12-15 11:10,-2606555.0,1606501.0,1000055.0,399046.0,-3005601.0
100,宝鹰股份,002047,2022-12-15 11:11,-2606555.0,1632307.0,974249.0,399046.0,-3005601.0
101,宝鹰股份,002047,2022-12-15 11:12,-2606555.0,1649902.0,956654.0,399046.0,-3005601.0
102,宝鹰股份,002047,2022-12-15 11:13,-2612811.0,1660850.0,951962.0,392790.0,-3005601.0
103,宝鹰股份,002047,2022-12-15 11:14,-2860709.0,1561407.0,1299303.0,144892.0,-3005601.0
104,宝鹰股份,002047,2022-12-15 11:15,-2860709.0,1553221.0,1307489.0,144892.0,-3005601.0
105,宝鹰股份,002047,2022-12-15 11:16,-2860709.0,1570823.0,1289887.0,144892.0,-3005601.0
106,宝鹰股份,002047,2022-12-15 11:17,-2860709.0,1571996.0,1288714.0,144892.0,-3005601.0
107,宝鹰股份,002047,2022-12-15 11:18,-2860709.0,1586463.0,1274247.0,144892.0,-3005601.0
108,宝鹰股份,002047,2022-12-15 11:19,-2860709.0,1586854.0,1273856.0,144892.0,-3005601.0
109,宝鹰股份,002047,2022-12-15 11:20,-2860709.0,1604062.0,1256648.0,144892.0,-3005601.0
110,宝鹰股份,002047,2022-12-15 11:21,-2860709.0,1604453.0,1256257.0,144892.0,-3005601.0
111,宝鹰股份,002047,2022-12-15 11:22,-2860709.0,1606408.0,1254302.0,144892.0,-3005601.0
112,宝鹰股份,002047,2022-12-15 11:23,-2860709.0,1625567.0,1235143.0,144892.0,-3005601.0
113,宝鹰股份,002047,2022-12-15 11:24,-3172709.0,1780397.0,1392313.0,-167108.0,-3005601.0
114,宝鹰股份,002047,2022-12-15 11:25,-3265529.0,1848257.0,1417273.0,-259928.0,-3005601.0
115,宝鹰股份,002047,2022-12-15 11:26,-1818499.0,1118760.0,699740.0,1187102.0,-3005601.0
116,宝鹰股份,002047,2022-12-15 11:27,-1818499.0,1265404.0,553096.0,1187102.0,-3005601.0
117,宝鹰股份,002047,2022-12-15 11:28,-1818499.0,1264228.0,554272.0,1187102.0,-3005601.0
118,宝鹰股份,002047,2022-12-15 11:29,-1818499.0,1322878.0,495622.0,1187102.0,-3005601.0
119,宝鹰股份,002047,2022-12-15 11:30,-1818499.0,1302102.0,516398.0,1187102.0,-3005601.0
